S.No.,completed_by,ref# (DELETE LATER),tornado_name,tornado_year,town,overall_photos_link,tornado_EF,tornado_start_lat,tornado_end_lat,tornado_start_long,tornado_end_long,latitude,longitude,complete_address,building_name_listing,building_name_current,archetype,located_in_historic_district,occupany_u,number_stories,year_built_u,building_area_m2,building_urban_setting,building_position_on_street,buidling_height_m,first_floor_elevation_m,front_elevation_orientation,wall_length_side,wall_length_front,wall_thickness,roof_shape_u,roof_slope_u,construction_type_u,construction_type_u_unc,mwfrs_u_wall,mwfrs_u_wall_unc,mwfrs_u_roof,mwfrs_u_roof_unc,mwfrs_u_moment_frame,mwfrs_u_unc,mwfrs_u_unc,masonry_leaves,masonry_leaves_unc,structural_wall_system_u,foundation_type_u,foundation_type_u_unc,wall_anchorage_type_u,wall_anchorage_type_u_unc,wall_substrate_u,wall_substrate_u_unc,wall_cladding_u,wall_cladding_u_unc,soffit_type_u,soffit_present_u,wall_fenesteration_per_front,wall_fenesteration_per_back,wall_fenesteration_per_right,wall_fenesteration_per_left,wall_fenestration_per_n,wall_fenestration_per_s,wall_fenestration_per_e,wall_fenestration_per_w,wall_fenesteration_protection_front,wall_fenesteration_protection_front_unc,wall_fenesteration_protection_back,wall_fenesteration_protection_back_unc,wall_fenesteration_protection_right,wall_fenesteration_protection_left,fenestration_protection_type_front,fenestration_protection_type_back,fenestration_protection_type_right,fenestration_protection_type_left,large_door_present_front,large_door_present_back,large_door_present_right,large_door_present_left,door_present_n,door_present_s,door_present_e,door_present_w,roof_system_u,roof_system_u_unc,r2wall_attachment_u,roof_substrate_type_u,roof_substrate_type_u_unc,roof_cover_u,repla,overhang_length_u,parapet_height_m,retrofit_year_u,retrofit_present_u,retrofit_type_u,retrofit_type_unc_u,hazards_present_u,status_u,wind_damage_rating_u,damage_indicator_u,degree_of_damage_u,wind_damage_details_u,roof_structure_damage_u,roof_structure_damage_u_per,roof_susbtrate_damage_u,roof_substrate_damage_per,foundation_failure_u,foundatio_failure_per_u,wall_structure_damage_per_front,wall_structure_damage_per_back,wall_structure_damage_per_left,wall_structure_damage_per_right,wall_structure_damage_u,wall_structure_damage_n,wall_structure_damage_s,wall_structure_damage_e,wall_structure_damage_w,wall_substrate_damage_per_front,wall_substrate_damage_per_back,wall_substrate_damage_per_right,wall_substrate_damage_per_left,wall_substrate_damage_n,wall_substrate_damage_s,wall_substrate_damage_e,wall_substrate_damage_w,wall_substrate_damage_u,wall_cladding_damage_per_front,wall_cladding_damage_per_back,wall_cladding_damage_per_right,wall_cladding_damage_per_left,wall_cladding_damage_n,wall_cladding_damage_s,wall_cladding_damage_e,wall_cladding_damage_w,damaged_fenesteration_per_front,damaged_fenesteration_per_back,damaged_fenesteration_per_right,damaged_fenesteration_per_left,wall_fenestration_damage_per_n,wall_fenestration_damage_per_s,wall_fenestration_damage_per_e,wall_fenestration_damage_per_w,soffit_damage_per_u,fascia_damage_per_u,piles_damage_u,foundation_damage_cause_u,foundation_damage_u,foundation_damage_u_per,risk_category_16,building_low_rise,overall_photos_front,overall_photos_back,overall_photos_left,overall_photos_right,detailed_photos_front,detailed_photos_back,detailed_photos_left,detailed_photos_right,elevations_assessed_front_o,elevations_assessed_back_o,elevations_assessed_left_o,elevations_assessed_right_o,address_suite,address_locality,address_postal_code,address_country,occupancy_o,year_built_o,understory_pct_of_building_footprint,roof_shape_o,roof_slope_o,construction_type_o,mwfrs_o,structural_wall_system_o,foundation_type_o,wall_anchorage_type_o,wall_substrate_o,wall_cladding_o,soffit_type_o,wall_fenesteration_protection_right_unc,wall_fenesteration_protection_left_unc,fenestration_protection_type_unc,fenesteration_ratio_o,large_door_opening_type_,opening_type,roof_system_o,r2wall_attachment_o,r2wall_attachment_type_unc,roof_substrate_type_o,roof_cover_o,overhang_length_o,secondary_water_barrier_o,secondary_water_barrier_u,retrofit_type_1_o,retrofit_type_1_u,retrofit_type_2_o,reotrofit_2_u,retrofit_year_o,hazards_present_o,status_o,wind_damage_rating_o,overall_damage_notes_o,surge_damage_rating_o,surge_damage_rating_u,rainwater_ingress_damage_rating_o,rainwater_ingress_damage_rating_u,damage_indicator_o,degree_of_damage_o,wind_damage_details_o,roof_structure_damage_o,roof_susbtrate_damage_o,foundation_failure_o,wall_structure_damage_o,wall_substrate_damage_o,wall_cladding_damage_o,wall_cladding_damage_level_u, stories_with_damage_o, stories_with_damage_u,soffit_damage_per_o,fascia_damage_per_o,per_building_footprint_eroded_o,per_building_footprint_eroded_u,damage_understory_per_o,piles_damage_o,foundation_damage_cause_o,oop_failure_n,oop_failure_s,oop_failure_e,oop_failure_w,ip_failure_n,ip_failure_s,ip_failure_e,ip_failure_w,building_open,building_enclosed,building_regular_shape,exposure_category,building_rigid,national_register_listing_year,existed_during_tornado,buidling_use_before_tornado,buidling_use_after_tornado,buidling_use_plan_after_tornado,demolishing_year,single_unit,multiple_unit,world_heritage_property,hague_convention,sub_national_heritage _list,iucn_protected_area,property_of_local_significance,const_material_h_stone,const_material_h_brick,const_material_h_wood,const_material_h_mud,const_material_h_rf_masonry,const_material_h_rglr_stone,const_material_h_rf_conc,const_material_h_ir_stone,const_material_h_othr,const_material_v_stone,const_material_v_brick,const_material_v_wood,const_material_v_mud,const_material_v_rf_masonry,const_material_v_rglr_stone,const_material_v_rf_conc,const_material_v_ir_stone,const_material_v_othr,prop_agricultural ,prop_cave,prop_culture _entertainment_facility,prop_forest,prop_industrial_facility,prop_lake,prop_military,prop_nature,prop_religious,prop_rock formation,prop_sports_facility,prop_unilities_facility,prop_archaeological,prop_commemorative structure or landmark,prop_ecosystem,prop_habitat,prop_infrastructure,prop_law / government facility,prop_mine,prop_park / garden,prop_residential facility,prop_scenic area,prop_transportation facility,prop_volcano,prop_battlefield,prop_commercial / exchange facility,prop_educational facility,prop_health / welfare facility,prop_island(s),prop_marine zone,prop_mountain,parking / storage facility,river catchment system,sea,underground facility,zoological park,prop_val_evidential,prop_val_historical,prop_val_aesthetic,prop_val_communal,owner_individual,owner_business,owner_government,owner_ngo,owner_religious ,owner_unknown,buidling_existed_5_yrs_before_tornado,buidling_existed_3_yrs_before_tornado,buidling_existed_1_yrs_before_tornado,building_existed_during_tornado,building_in_use_during_tornado,building_use_during_tornado,damage_status,building_demolished_1_yrs_after_tornado,building_demolished_3_yrs_after_tornado,building_demolished_5_yrs_after_tornado,notes
,shayla,94000852,"December 10-11, 2021 Tornado Outbreak",2021,Jonesboro,418 W Matthews Ave Jonesboro AR 72401 US,subEF,35.79,36.4,-90.55,-89.31,35.836033,-90.70875,418 W Matthews Ave Jonesboro AR 72401 US,Nash-Reid-Hill House,,19,no,residential,2.5,1898,475,isolated,recessed,7.6,3.5,s,20,14,0.2,gable-hip_combo,45,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,,single_leaf,2,wood_frame,slab_on_grade,1,un,1,un,1,brick_veneer,3,wood,yes,35,20,35,20,20,35,35,20,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,yes,no,no,no,no,yes,no,no,wooden_rafters,2,un,dimensional_lumber,2,asphalt,3,0.15,0,,no,,,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,some,some,exceptional,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,
,shayla,98000831,"December 10-11, 2021 Tornado Outbreak",2021,Jonesboro,511 Main St Jonesboro AR 7240 US,subEF,35.79,36.4,-90.55,-89.31,35.838097,-90.705394,511 S Main St Jonesboro AR 7240 US,Craighead County Courthouse,,14,no,business,2,1934,940,isolated,recessed,10,4,e,25,38,0.45,flat,0,masonry_un,3,wall_diaphragm_masonry,3,un,1,un,1,,un,1,solid_brick_wythe,un,1,un,1,un,1,brick,3,not_applicable,no,20,15,15,15,15,15,20,15,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,steel,1,un,metal_deck,1,corrugated_metal,1,0,0.5,,no,,,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998,yes,business,business,business,not_applicable,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,considerable,limited,some,some,0,0,1,0,0,0,yes,yes,yes,yes,yes,institutional,undamaged,no,no,no,
,shayla,2001675,"December 10-11, 2021 Tornado Outbreak",2021,Jonesboro,505 Union St Jonesboro Ar 72401 US,subEF,35.79,36.4,-90.55,-89.31,35.837956,-90.706069,505 Union St Jonesboro AR 72401  US,"Westbrooke, Edward L., Building",,19,no,business,2,1899,300,isolated,right_on_street,10,4.6,e,28,11,0.22,flat,0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,1,no,2,,single_leaf,2,solid_brick_wythe,masonry_stem_wall,1,un,1,un,1,brick,3,not_applicable,no,20,10,20,0,20,0,20,10,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,steel,1,un,metal_deck,1,corrugated_metal,1,0,0.2,,no,,,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,yes,business,business,business,not_applicable,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,some,some,some,considerable,0,1,0,0,0,0,yes,yes,yes,yes,yes,business,undamaged,no,no,no,
,shayla,4001506,"December 10-11, 2021 Tornado Outbreak",2021,Jonesboro,249 S Main St Jonesboro AR 72401 US,subEF,35.79,36.4,-90.55,-89.31,35.840494,-90.705022,249 S Main St Jonesboro AR 72401 US,Mercantile Bank Building,,19,no,business,2,1890,240,row_end,right_on_street,10,4.6,e,28,7.5,0.2,flat,0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,1,no,2,,single_leaf,2,solid_brick_wythe,concrete_un,1,un,1,un,1,brick,3,not_applicable,no,35,5,0,20,0,20,35,5,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,steel,1,un,metal_deck,1,corrugated_metal,1,0,0.2,,no,,,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,yes,business,business,business,not_applicable,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,some,limited,some,no value,0,0,0,0,0,1,yes,yes,yes,yes,yes,business,undamaged,no,no,no,
,shayla,2001597,"December 10-11, 2021 Tornado Outbreak",2021,Jonesboro,215 Union St Jonesboro AR 72401 US,subEF,35.79,36.4,-90.55,-89.31,35.841517,-90.705983,215 Union St Jonesboro AR 72401 US,"Stuck, C.A., and Sons Lumber",,8,no,not in use,2,1890,1300,row_end,right_on_street,7.6,7,e,24,52,0.45,flat,0,masonry_un,2,wall_diaphragm_wood,2,roof_diaphragm_wood,2,yes,3,,double_leaf,3,wood_frame,un,1,un,1,wooden_panels,3,brick,3,not_applicable,no,5,15,0,0,0,0,5,15,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,yes,yes,no,no,no,no,yes,yes,un,1,un,un,1,un,1,0,1,un,un,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,no,,,,2018,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,some,considerable,some,some,0,0,0,0,0,0,yes,yes,no,no,no,,,no,no,no,
,shayla,100001005,"December 10-11, 2021 Tornado Outbreak",2021,Jonesboro,700 Cate Ave Jonesboro AR 72401 US,subEF,35.79,36.4,-90.55,-89.31,35.842283,-90.698267,700 Cate Ave Jonesboro AR 72401 US,Home Ice Company,,19,no,factory,1,1907,1000,isolated,right_on_street,9,4,s,61,20,un,flat,0,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,2,un,1,,double_leaf,2,solid_brick_wythe,slab_on_grade,2,un,1,un,1,stucco,2,not_applicable,no,10,,,,,10,,,,,,,,,,,,,un,un,un,un,un,un,un,un,un,1,un,un,1,un,1,0,0.5,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017,no,,,,2021,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,limited,considerable,no value,no value,0,0,0,0,0,0,yes,yes,yes,no,no,,,no,no,no,
,shayla,3001382,"December 10-11, 2021 Tornado Outbreak",2021,Etowah,1198 S AR 136 Etowah AR 72428 US,subEF,35.79,36.4,-90.55,-89.31,35.718611,-90.2425,1198 S AR 136 Etowah AR 72428 US,"Wildy, Edward Samuel, Barn",,1,no,utilities,1,1915,60,isolated,recessed,5,5,n,6,9.5,0.2,gambrel,30,wood_un,3,wall_diaphragm_wood,3,roof_diaphragm_wood,3,no,3,,not_applicable,3,wood_frame,un,1,un,1,un,1,wood_plank,3,metal,yes,10,15,20,20,10,15,20,20,un,,un,,un,un,un,un,un,un,un,no,un,no,un,no,no,un,wooden_un,2,un,un,1,metal_un,3,0.75,0.2,,no,,,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,1,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,yes,utilities,utilities,utilities,not_applicable,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,limited,limited,no value,no value,0,0,0,0,0,1,yes,yes,yes,yes,yes,utilities,undamaged,no,no,no,
,shayla,97000206,"December 10-11, 2021 Tornado Outbreak",2021,Manila,W South Dewey Ave Manila AR 72442 US,subEF,35.79,36.4,-90.55,-89.31,35.878781,-90.166411,W South Dewey Ave Manila AR 72442 US,"Jonesboro, Lake City & Eastern Railroad Depot",,1,no,museum,1,1910,220,isloated,recessed,4.5,3.5,n,24,8.5,0.2,gable,45,wooden_light_frame,3,wall_diaphragm_wood,3,roof_diaphragm_wood,3,no,3,,not_applicable,3,wood_frame,masonry_un,3,un,1,un,1,wood_plank,3,wood,yes,40,5,35,10,40,5,10,35,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,3,un,dimensional_lumber,2,asphalt,3,0.66,0,,no,,,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997,yes,museum,museum,museum,not_applicable,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,some,considerable,limited,limited,0,0,0,1,0,0,yes,yes,yes,yes,yes,museum,undamaged,no,no,no,
,shayla,7001423,"December 10-11, 2021 Tornado Outbreak",2021,Monette,207 W Drew Ave Monette AR 72447 US,subEF,35.79,36.4,-90.55,-89.31,35.890342,-90.342656,207 W Drew Ave Monette AR 72447 US,First National Bank Building,Buffalo Island Museum,6,no,museum,2,1918,225,isloated,right_on_street,7.6,4,n,27,8,un,flat,0,masonry_un,3,wall_diaphragm_masonry,3,un,1,un,1,,double_leaf,2,masonry_block_unreinforced,un,1,un,1,un,1,brick,3,not_applicable,no,20,0,0,0,20,0,0,0,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,1,un,un,1,un,1,0,0.5,,no,,,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,yes,museum,museum,museum,not_applicable,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,limited,some,considerable,no value,0,0,0,0,0,1,yes,yes,yes,yes,yes,museum,undamaged,no,no,no,
,shayla,92000612,"December 10-11, 2021 Tornado Outbreak",2021,Leachville,NE Corner of 2nd and McNamee Sts. Leachville AR 72438 US,0,35.79,36.4,-90.55,-89.31,35.936419,-90.259461,NE Corner of 2nd and McNamee Sts. Leachville AR 72438 US,"Blytheville, Leachville and Arkansas Southern Railroad Depot-Leachville",,1,no,not in use,1,1910,220,isolated,recessed,4.6,3.5,w,10,21,0.2,hip,30,wooden_light_frame,3,wall_diaphragm_wood,3,roof_diaphragm_wood,3,no,3,,not_applicable,3,wood_frame,slab_on_grade,2,un,1,wooden_panels,2,wood_plank,3,wood,yes,35,15,20,25,25,20,15,35,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,plywood,2,asphalt,3,1,0,,no,,,"wind,wind-borne debris",moderate,2,2,2,roof damage,2,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992,yes,not in use,not in use,not in use,not_applicable,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,limited,some,no value,no value,0,0,0,0,0,1,yes,yes,yes,yes,yes,not in use,moderate,no,no,no,used archetype 1 but has a hip roof
,shayla,2000260,"December 10-11, 2021 Tornado Outbreak",2021,Paragould,701 W Highland St Paragould AR 72450 US,subEF,35.79,36.4,-90.55,-89.31,36.057994,-90.494628,701 W Highland St Paragould AR 72450 US,Highfill-McClure House,,6,no,residential,1.5,1937,115,isolated,recessed,6.6,3.5,s,8,14,0.2,gable,45,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,,single_leaf,2,wood_frame,un,1,un,1,un,1,brick_veneer,3,wood,yes,40,40,25,35,40,40,25,35,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,1,un,plywood,1,asphalt,3,0.35,0,,no,,,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,some,limited,some,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,
,shayla,96001031,"December 10-11, 2021 Tornado Outbreak",2021,Paragould,420 W Court St Paragould AR 72450 US,subEF,35.79,36.4,-90.55,-89.31,36.055992,-90.491231,420 W Court St Paragould AR 72450 US,Beisel-Mitchell House,,,no,residential,2,1930,310,isolated,recessed,7,3.5,n,11,20,0.2,gable,30,ot,2,ot,1,roof_diaphragm_wood,2,no,3,,not_applicable,3,un,slab_on_grade,1,un,1,ot,2,stucco,3,not_applicable,no,15,20,5,5,15,20,5,5,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,yes,no,no,no,yes,no,no,wooden_un,2,un,ot,2,tiles_clay,3,0.35,0,,no,,,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,some,limited,considerable,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,spanish style adobe stucco building?? Not sure what archetype
,shayla,92000907,"December 10-11, 2021 Tornado Outbreak",2021,Paragould,206 S 4th St Paragould AR 72450 US,subEF,35.79,36.4,-90.55,-89.31,36.055319,-90.490719,206 S 4th St Paragould AR 72450 US,Jackson-Herget House,,4,no,residential,2.5,1890,300,isolated,recessed,11,4,e,18,16,0.2,hip,45,wooden_light_frame,3,wall_diaphragm_wood,3,roof_diaphragm_wood,3,no,3,,not_applicable,3,wood_frame,un,1,un,1,wooden_panels,1,ot,3,wood,yes,20,15,30,15,30,15,20,15,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,plywood,2,asphalt,3,0.15,0,,no,,,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,some,limited,considerable,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,
,shayla,94000850,"December 10-11, 2021 Tornado Outbreak",2021,Paragould,"Jct of Main and S Third Sts, SE corner Paragould AR 72450 US",subEF,35.79,36.4,-90.55,-89.31,36.054403,-90.488489,"Jct of Main and S Third Sts, SE corner Paragould AR 72450 US",Gulf Oil Company Service Station,Carlo's Street Tacos Downtown,6,no,assembly,1,1926,113,isolated,recessed,5,5,n,18,7,0.45,flat,0,masonry_un,3,wall_diaphragm_masonry,3,un,1,no,1,,double_leaf,2,solid_brick_wythe,slab_on_grade,2,un,1,un,1,brick,2,not_applicable,no,30,10,15,0,30,10,0,15,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,un,no,no,no,un,no,no,wooden_un,1,un,un,1,un,1,0.35,un,,no,,,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994,yes,assembly,assembly,assembly,not_applicable,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,some,some,some,limited,0,1,0,0,0,0,yes,yes,yes,yes,yes,mercantile,undamaged,no,no,no,
