S.No.,completed_by,ref# (DELETE LATER),tornado_name,tornado_year,town,overall_photos_link,tornado_EF,tornado_start_lat,tornado_end_lat,tornado_start_long,tornado_end_long,latitude,longitude,complete_address,building_name_listing,building_name_current,archetype,located_in_historic_district,occupany_u,number_stories,year_built_u,building_area_m2,building_urban_setting,building_position_on_street,buidling_height_m,first_floor_elevation_m,front_elevation_orientation,wall_length_side,wall_length_front,wall_thickness,roof_shape_u,roof_slope_u,construction_type_u,construction_type_u_unc,mwfrs_u_wall,mwfrs_u_wall_unc,mwfrs_u_roof,mwfrs_u_roof_unc,mwfrs_u_moment_frame,mwfrs_u_unc,mwfrs_u_unc,masonry_leaves,masonry_leaves_unc,structural_wall_system_u,foundation_type_u,foundation_type_u_unc,wall_anchorage_type_u,wall_anchorage_type_u_unc,wall_substrate_u,wall_substrate_u_unc,wall_cladding_u,wall_cladding_u_unc,soffit_type_u,soffit_present_u,wall_fenesteration_per_front,wall_fenesteration_per_back,wall_fenesteration_per_right,wall_fenesteration_per_left,wall_fenestration_per_n,wall_fenestration_per_s,wall_fenestration_per_e,wall_fenestration_per_w,wall_fenesteration_protection_front,wall_fenesteration_protection_front_unc,wall_fenesteration_protection_back,wall_fenesteration_protection_back_unc,wall_fenesteration_protection_right,wall_fenesteration_protection_left,fenestration_protection_type_front,fenestration_protection_type_back,fenestration_protection_type_right,fenestration_protection_type_left,large_door_present_front,large_door_present_back,large_door_present_right,large_door_present_left,door_present_n,door_present_s,door_present_e,door_present_w,roof_system_u,roof_system_u_unc,r2wall_attachment_u,roof_substrate_type_u,roof_substrate_type_u_unc,roof_cover_u,repla,overhang_length_u,parapet_height_m,retrofit_year_u,retrofit_present_u,retrofit_type_u,retrofit_type_unc_u,hazards_present_u,status_u,wind_damage_rating_u,damage_indicator_u,degree_of_damage_u,wind_damage_details_u,roof_structure_damage_u,roof_structure_damage_u_per,roof_susbtrate_damage_u,roof_substrate_damage_per,foundation_failure_u,foundatio_failure_per_u,wall_structure_damage_per_front,wall_structure_damage_per_back,wall_structure_damage_per_left,wall_structure_damage_per_right,wall_structure_damage_u,wall_structure_damage_n,wall_structure_damage_s,wall_structure_damage_e,wall_structure_damage_w,wall_substrate_damage_per_front,wall_substrate_damage_per_back,wall_substrate_damage_per_right,wall_substrate_damage_per_left,wall_substrate_damage_n,wall_substrate_damage_s,wall_substrate_damage_e,wall_substrate_damage_w,wall_substrate_damage_u,wall_cladding_damage_per_front,wall_cladding_damage_per_back,wall_cladding_damage_per_right,wall_cladding_damage_per_left,wall_cladding_damage_n,wall_cladding_damage_s,wall_cladding_damage_e,wall_cladding_damage_w,damaged_fenesteration_per_front,damaged_fenesteration_per_back,damaged_fenesteration_per_right,damaged_fenesteration_per_left,wall_fenestration_damage_per_n,wall_fenestration_damage_per_s,wall_fenestration_damage_per_e,wall_fenestration_damage_per_w,soffit_damage_per_u,fascia_damage_per_u,piles_damage_u,foundation_damage_cause_u,foundation_damage_u,foundation_damage_u_per,risk_category_16,building_low_rise,overall_photos_front,overall_photos_back,overall_photos_left,overall_photos_right,detailed_photos_front,detailed_photos_back,detailed_photos_left,detailed_photos_right,elevations_assessed_front_o,elevations_assessed_back_o,elevations_assessed_left_o,elevations_assessed_right_o,address_suite,address_locality,address_postal_code,address_country,occupancy_o,year_built_o,understory_pct_of_building_footprint,roof_shape_o,roof_slope_o,construction_type_o,mwfrs_o,structural_wall_system_o,foundation_type_o,wall_anchorage_type_o,wall_substrate_o,wall_cladding_o,soffit_type_o,wall_fenesteration_protection_right_unc,wall_fenesteration_protection_left_unc,fenestration_protection_type_unc,fenesteration_ratio_o,large_door_opening_type_,opening_type,roof_system_o,r2wall_attachment_o,r2wall_attachment_type_unc,roof_substrate_type_o,roof_cover_o,overhang_length_o,secondary_water_barrier_o,secondary_water_barrier_u,retrofit_type_1_o,retrofit_type_1_u,retrofit_type_2_o,reotrofit_2_u,retrofit_year_o,hazards_present_o,status_o,wind_damage_rating_o,overall_damage_notes_o,surge_damage_rating_o,surge_damage_rating_u,rainwater_ingress_damage_rating_o,rainwater_ingress_damage_rating_u,damage_indicator_o,degree_of_damage_o,wind_damage_details_o,roof_structure_damage_o,roof_susbtrate_damage_o,foundation_failure_o,wall_structure_damage_o,wall_substrate_damage_o,wall_cladding_damage_o,wall_cladding_damage_level_u, stories_with_damage_o, stories_with_damage_u,soffit_damage_per_o,fascia_damage_per_o,per_building_footprint_eroded_o,per_building_footprint_eroded_u,damage_understory_per_o,piles_damage_o,foundation_damage_cause_o,oop_failure_n,oop_failure_s,oop_failure_e,oop_failure_w,ip_failure_n,ip_failure_s,ip_failure_e,ip_failure_w,building_open,building_enclosed,building_regular_shape,exposure_category,building_rigid,national_register_listing_year,existed_during_tornado,buidling_use_before_tornado,buidling_use_after_tornado,buidling_use_plan_after_tornado,demolishing_year,single_unit,multiple_unit,world_heritage_property,hague_convention,sub_national_heritage _list,iucn_protected_area,property_of_local_significance,const_material_h_stone,const_material_h_brick,const_material_h_wood,const_material_h_mud,const_material_h_rf_masonry,const_material_h_rglr_stone,const_material_h_rf_conc,const_material_h_ir_stone,const_material_h_othr,const_material_v_stone,const_material_v_brick,const_material_v_wood,const_material_v_mud,const_material_v_rf_masonry,const_material_v_rglr_stone,const_material_v_rf_conc,const_material_v_ir_stone,const_material_v_othr,prop_agricultural ,prop_cave,prop_culture _entertainment_facility,prop_forest,prop_industrial_facility,prop_lake,prop_military,prop_nature,prop_religious,prop_rock formation,prop_sports_facility,prop_unilities_facility,prop_archaeological,prop_commemorative structure or landmark,prop_ecosystem,prop_habitat,prop_infrastructure,prop_law / government facility,prop_mine,prop_park / garden,prop_residential facility,prop_scenic area,prop_transportation facility,prop_volcano,prop_battlefield,prop_commercial / exchange facility,prop_educational facility,prop_health / welfare facility,prop_island(s),prop_marine zone,prop_mountain,parking / storage facility,river catchment system,sea,underground facility,zoological park,prop_val_evidential,prop_val_historical,prop_val_aesthetic,prop_val_communal,owner_individual,owner_business,owner_government,owner_ngo,owner_religious ,owner_unknown,buidling_existed_5_yrs_before_tornado,buidling_existed_3_yrs_before_tornado,buidling_existed_1_yrs_before_tornado,building_existed_during_tornado,building_in_use_during_tornado,building_use_during_tornado,damage_status,building_demolished_1_yrs_after_tornado,building_demolished_3_yrs_after_tornado,building_demolished_5_yrs_after_tornado,notes
,shayla,84001521,"December 10, 2021 Tornado Outbreak",2021,Donansburg,1293 Charlie Rhea Rd Breensburg KY 42743 US,subEF,37.22,37.34,-85.93,-85.52,37.274275,-85.640208,1293 Charlie Rhea Rd Breensburg KY 42743 US,Montgomery House,,19,no,residential,2,1839,215,isolated,recessed,7.4,3,s,19.5,9.5,un,gable,45,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,,single_leaf,2,solid_brick_wythe,stone,3,un,1,un,1,brick,3,not_applicable,no,50,,,,,50,,,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,2,standing_seam_metal,2,0,0,un,yes,building_addition,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1984,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,limited,no value,considerable,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,very limited information on this building; limited imagery/evidence
,shayla,84001508,"December 10, 2021 Tornado Outbreak",2021,Summersville,Garnett Beams Rd Greensburg KY 42743 US,subEF,37.22,37.34,-85.93,-85.52,37.322358,-85.504819,Garnett Beams Rd Greensburg KY 42743 US,Elmore-Carter House,,6,no,residential,1,1825,240,isolated,recessed,5.3,3.2,n,22,18,un,gable,45,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,,single_leaf,2,solid_brick_wythe,masonry_un,3,un,1,un,1,brick,3,wood,no,10,,20,,10,,20,,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,2,un,dimensional_lumber,2,asphalt,3,0.33,0,,no,,,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1984,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no value,limited,considerable,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,very limited information on this building; limited imagery/evidence
,shayla,97001364,"December 10, 2021 Tornado Outbreak",2021,Danville,2907 Perryville Rd Danville KY 40422 US,subEF,37.65,37.68,-84.79,-84.74,37.656442,-84.820889,2907 Perryville Rd Danville KY 40422 US,"Oldham, Mary Simpson, House",,19,no,residential,2,1940,185,isolated,recessed,8.5,3,n,16.5,18,un,gable,45,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,,single_leaf,2,solid_brick_wythe,masonry_un,3,un,1,un,1,brick,3,un,yes,20,15,15,15,20,15,15,15,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,2,clay_tiles,3,0.33,0,,no,,,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,limited,limited,considerable,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,
,shayla,97001361,"December 10, 2021 Tornado Outbreak",2021,Danville,2945 Lebanon Rd Danville KY 40422 US,subEF,37.65,37.68,-84.79,-84.74,37.628839,-84.81075,2945 Lebanon Rd Danville KY 40422 US,"Caldwell, Charles W., House",,19,no,residential,2,1924,310,isolated,recessed,10.6,3,s,19,16,un,complex,30,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,,single_leaf,2,solid_brick_wythe,stone,3,un,1,un,1,brick,3,un,yes,30,40,25,25,40,30,25,25,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,un,1,clay_tiles,3,0.3,0,,no,,,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,limited,limited,exceptional,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,
,shayla,76000850,"December 10, 2021 Tornado Outbreak",2021,Danville,120 E Erskine Dr Danville KY 40422 US,subEF,37.65,37.68,-84.79,-84.74,37.624278,-84.768383,120 E Erskine Dr Danville KY 40422 US,Waveland,,19,no,residential,2,1800,260,isolated,recessed,7.4,2.8,w,12,20.5,un,gable,30,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,,single_leaf,2,solid_brick_wythe,masonry_un,3,un,1,un,1,brick,3,not_applicable,no,40,30,2.5,2.5,2.5,2.5,30,40,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,2,un,un,1,asphalt,3,0,0,,no,,,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no value,limited,some,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,
,shayla,72000529,"December 10, 2021 Tornado Outbreak",2021,Danville,600 W Walnut St Danville KY 40422 US,subEF,37.65,37.68,-84.79,-84.74,37.645661,-84.781483,600 W Walnut St Danville KY 40422 US,"Old Centre, Centre College",,19,no,educational,2,1819,640,isolated,recessed,9.6,3.2,e,14.5,44,un,gable,30,masonry_un,3,wall_diaphragm_masonry,3,un,1,no,3,,single_leaf,2,solid_brick_wythe,stone,2,un,1,un,1,brick,3,wood,yes,10,10,10,10,10,10,10,10,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,1,un,un,1,standing_seam_metal,2,0.33,0,,no,,,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972,yes,educational,educational,educational,not_applicable,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,some,some,exceptional,considerable,0,1,0,0,0,0,yes,yes,yes,yes,yes,educational,undamaged,no,no,no,multiple cross gable roof
,shayla,86000645,"December 10, 2021 Tornado Outbreak",2021,Danville,320 College St Danville KY 40422 US,subEF,37.65,37.68,-84.79,-84.74,37.644453,-84.779272,320 College St Danville KY 40422 US,Carnegie Library,,19,no,educational,2,1913,530,isolated,recessed,8.5,3,w,21.5,29,un,hip,30,masonry_un,3,wall_diaphragm_masonry,3,un,1,no,3,,single_leaf,2,solid_brick_wythe,stone,3,un,1,un,1,brick,3,wood,yes,70,70,20,30,30,20,70,70,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,1,un,un,1,clay_tiles,3,1,0,,no,,,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986,yes,educational,educational,educational,not_applicable,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,some,some,exceptional,considerable,0,1,0,0,0,0,yes,yes,yes,yes,yes,educational,undamaged,no,no,no,assuming college as a business (for ownership column)
,shayla,86000638,"December 10, 2021 Tornado Outbreak",2021,Danville,500 W Main St Danville KY 40422 US,subEF,37.65,37.68,-84.79,-84.74,37.645886,-84.777628,500 W Main St Danville KY 40422 US,First Presbyternian Church,,13,no,religious,1,1832,2300,isolated,recessed,8.5,7.5,n,69,19.5,un,gable,30,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,,double_leaf,2,solid_brick_wythe,stone,3,un,1,un,1,brick,3,not_applicable,no,10,20,15,10,10,20,10,15,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,2,un,un,1,asphalt,3,0,0,"1853, 1880",yes,building_addition,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986,yes,religious,religious,religious,not_applicable,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,some,considerable,considerable,exceptional,0,0,0,0,1,0,yes,yes,yes,yes,yes,religious,undamaged,no,no,no,
,shayla,73000791,"December 10, 2021 Tornado Outbreak",2021,Danville,304 S 4th St Danville KY 40422 US,subEF,37.65,37.68,-84.79,-84.74,37.643456,-84.774039,304 S 4th St Danville KY 40422 US,McClure-Barbee House,,19,no,business,2,1852,362,isolated,recessed,7.4,3,w,24,17.5,un,gable,30,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,,single_leaf,2,solid_brick_wythe,stone,3,un,1,un,1,brick,3,not_applicable,no,25,10,5,20,20,5,10,25,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,2,un,un,1,asphalt,3,0.33,0,un,yes,building_addition,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973,yes,business,business,business,not_applicable,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,considerable,some,considerable,some,0,1,0,0,0,0,yes,yes,yes,yes,yes,business,undamaged,no,no,no,"original structure is masonry construction, but all additions are wood_frame (used masonry part for ,the details but considered the entire building for things like building area, etc)"
,shayla,77000604,"December 10, 2021 Tornado Outbreak",2021,Danville,320 W Main St Danville KY 40422 US,subEF,37.65,37.68,-84.79,-84.74,37.645617,-84.773336,320 W Main St Danville KY 40422 US,Trinity Episcopal Church,,13,no,religious,2,1830,605,isolated,recessed,11.7,6.4,n,42.5,12,un,gable,45,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,,double_leaf,2,solid_brick_wythe,un,1,un,1,un,1,brick,3,not_applicable,no,20,30,15,15,20,30,15,15,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,2,un,un,1,asphalt,3,0.15,0,1860,yes,building_addition,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977,yes,religious,religious,religious,not_applicable,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,considerable,some,considerable,exceptional,0,0,0,0,1,0,yes,yes,yes,yes,yes,religious,undamaged,no,no,no,mixed roof cover types (asphalt and one other un)
,shayla,73000790,"December 10, 2021 Tornado Outbreak",2021,Danville,321 W Main St Danville KY 40422 US,subEF,37.65,37.68,-84.79,-84.74,37.646372,-84.773372,321 W Main St Danville KY 40422 US,Boyle County Courthouse,,14,no,business,2,1862,1375,isolated,recessed,12.7,4.2,s,55,44,un,complex,30,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,,double_leaf,2,solid_brick_wythe,un,1,un,1,un,1,brick,3,un,yes,15,10,20,15,10,15,20,15,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,1,un,un,1,asphalt,3,0.4,0,1899,yes,building_addition,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,3,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973,yes,business,business,business,not_applicable,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,considerable,some,exceptional,considerable,0,0,1,0,0,0,yes,yes,yes,yes,yes,business,undamaged,no,no,no,use business occupancies for courthouses
,shayla,83002580,"December 10, 2021 Tornado Outbreak",2021,Danville,471 Stanford Ave Danville KY 40422 US,subEF,37.65,37.68,-84.79,-84.74,37.641689,-84.760836,471 Stanford Ave Danville KY 40422 US,Crow-Barbee House,Old Crow Inn,19,no,residential,2.5,1781,470,isolated,recessed,6.8,3.5,w,29.5,25,0.6,gable,45,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,,double_leaf,2,masonry_block_unreinforced,stone,3,un,1,un,1,stone_ot,3,not_applicable,no,40,20,5,5,5,5,20,40,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,3,un,un,1,asphalt,2,0.15,0,un,yes,building_addition,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,considerable,considerable,considerable,limited,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,no imagery of the back of the house; only images of the house are the historic listing and aeriel images
,shayla,66000354,"December 10, 2021 Tornado Outbreak",2021,Danville,303 S 2nd St Danville KY 40422 US,subEF,37.65,37.68,-84.79,-84.74,37.642156,-84.771603,303 S 2nd St Danville KY 40422 US,"Jacobs Hall, Kentucky School for the Deaf",,19,no,educational,4,1855,765,isolated,recessed,14.8,3.2,e,21.5,35.5,un,hip,30,masonry_un,3,wall_diaphragm_masonry,3,roof_diaphragm_wood,3,no,3,,single_leaf,2,solid_brick_wythe,un,1,un,1,un,1,brick,3,wood,yes,35,35,10,10,10,10,35,35,no,,no,,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,2,un,un,1,metal_un,2,1,0,,no,,,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,3,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966,yes,educational,educational,educational,not_applicable,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,exceptional,considerable,exceptional,exceptional,0,1,0,0,0,0,yes,yes,yes,yes,yes,educational,undamaged,no,no,no,used t19 but is a 4 story brick building
