town,tornado_EF,tornado_start_lat,tornado_end_lat,tornado_start_long,tornado_end_long,latitude,longitude,archetype,located_in_historic_district,occupany_u,number_stories,year_built_u,building_area_m2,building_urban_setting,building_position_on_street,buidling_height_m,first_floor_elevation_m,front_elevation_orientation,wall_length_side,wall_length_front,wall_thickness,roof_shape_u,roof_slope_u,construction_type_u,mwfrs_u_wall,mwfrs_u_roof,mwfrs_u_moment_frame,masonry_leaves,structural_wall_system_u,foundation_type_u,wall_anchorage_type_u,wall_substrate_u,wall_cladding_u,soffit_type_u,soffit_present_u,wall_fenesteration_per_front,wall_fenesteration_per_back,wall_fenesteration_per_right,wall_fenesteration_per_left,wall_fenestration_per_n,wall_fenestration_per_s,wall_fenestration_per_e,wall_fenestration_per_w,wall_fenesteration_protection_front,wall_fenesteration_protection_back,wall_fenesteration_protection_right,wall_fenesteration_protection_left,fenestration_protection_type_front,fenestration_protection_type_back,fenestration_protection_type_right,fenestration_protection_type_left,large_door_present_front,large_door_present_back,large_door_present_right,large_door_present_left,door_present_n,door_present_s,door_present_e,door_present_w,roof_system_u,r2wall_attachment_u,roof_substrate_type_u,roof_cover_u,repla,overhang_length_u,parapet_height_m,retrofit_year_u,retrofit_present_u,retrofit_type_u,hazards_present_u,foundation_failure_u,foundatio_failure_per_u,risk_category_16,building_low_rise,r2wall_attachment_o,foundation_failure_o,national_register_listing_year,buidling_use_before_tornado,buidling_use_after_tornado,buidling_use_plan_after_tornado,single_unit,multiple_unit,sub_national_heritage _list,property_of_local_significance,const_material_h_stone,const_material_h_brick,const_material_h_wood,const_material_h_mud,const_material_h_rf_masonry,const_material_h_rglr_stone,const_material_h_rf_conc,const_material_h_ir_stone,const_material_h_othr,const_material_v_stone,const_material_v_brick,const_material_v_wood,const_material_v_mud,const_material_v_rf_masonry,const_material_v_rglr_stone,const_material_v_rf_conc,const_material_v_ir_stone,const_material_v_othr,parking / storage facility,owner_individual,owner_business,owner_government,owner_ngo,owner_religious ,owner_unknown,building_in_use_during_tornado,building_use_during_tornado
Blytheville,subEF,35.79,36.4,-90.55,-89.31,35.927683,-89.904717,19.0,no,business,2.0,1938.0,940.0,row_middle,right_on_street,10.0,4.0,s,43.0,22.0,0.45,flat,0.0,steel_light_frame,wall_diaphragm_steel,roof_diaphragm_steel,yes,single_leaf,steel_cold_formed,slab_on_grade,un,wooden_un,brick_veneer,not_applicable,no,15.0,10.0,0.0,0.0,10.0,15.0,0.0,0.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,steel,un,metal_deck,corrugated_metal,2,0,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1997,business,business,business,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,yes,business
Kennett,subEF,35.79,36.4,-90.55,-89.31,36.237208,-90.055583,19.0,no,museum,2.0,1902.0,245.0,isolated,recessed,10.0,4.0,w,26.0,7.6,un,flat,0.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,un,un,solid_brick_wythe,slab_on_grade,un,wooden_panels,brick,not_applicable,no,25.0,19.49742268041237,0.0,0.0,0.0,0.0,18.54185022026432,25.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,un,un,1,0,un,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1981,museum,museum,museum,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,yes,museum
Kennett,subEF,35.79,36.4,-90.55,-89.31,36.235292,-90.057217,19.0,no,residential,3.0,1923.0,5630.0,isolated,right_on_street,11.6,3.5,e,92.0,78.0,un,complex,30.0,wood_frame,wall_diaphragm_wood,roof_diaphragm_wood,un,single_leaf,wood_frame,un,un,un,brick,not_applicable,no,35.0,40.0,80.0,80.0,80.0,80.0,35.0,40.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,un,un,asphalt,3,0.75,1,1934,yes,building_addition,wind,0.0,0.0,2,yes,un,16.666666666666668,2008,residential,residential,residential,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,yes,residential
Homestown,subEF,35.79,36.4,-90.55,-89.31,36.331694,-89.825067,1.0,no,not in use,1.0,1940.0,485.0,isloated,recessed,4.6,3.5,w,8.2,17.5,0.2,gable,30.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,slab_on_grade,un,wooden_un,wood_plank,wood,yes,20.0,70.0,10.0,15.564935064935066,22.19406392694064,10.0,70.0,20.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,asphalt,3,0.15,0,un,no,un,un,0.1234567901234567,1.5843621399176957,2,yes,un,16.666666666666668,2009,un,un,un,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,un
Tiptonville,subEF,35.79,36.4,-90.55,-89.31,36.376114,-89.480497,4.0,no,residential,2.0,1891.0,170.0,isloated,recessed,8.75,4.0,n,14.0,12.0,0.2,complex,25.99206349206349,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,concrete_un,un,wooden_panels,wood_plank,wood,yes,45.0,20.0,10.0,20.0,45.0,20.0,20.0,10.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,un,dimensional_lumber,asphalt,3,0.35,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1993,residential,residential,residential,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Gardner,subEF,36.48,37.61,-89.14,-86.51,36.365278,-88.893611,5.0,no,residential,2.0,1891.6,370.0,isolated,recessed,10.0,4.0,s,23.0,19.0,0.2,gable,30.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,masonry_un,un,wooden_un,wood_plank,wood,yes,30.0,19.49742268041237,15.592827004219409,15.564935064935066,22.19406392694064,30.0,18.54185022026432,18.67234042553191,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,un,dimensional_lumber,asphalt,1,0.35,0,un,un,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1979,residential,residential,residential,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Union City,subEF,36.48,37.61,-89.14,-86.51,36.417506,-89.086767,6.0,no,residential,2.0,1928.0,330.0,isloated,recessed,7.0,3.5,s,20.0,16.5,0.2,gable-hip_combo,30.0,maonsry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,not_applicable,masonry_un,un,un,un,brick,un,yes,35.0,19.49742268041237,15.592827004219409,15.564935064935066,22.19406392694064,35.0,18.54185022026432,18.67234042553191,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,un,un,asphalt,3,0.66,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,2002,residential,residential,residential,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Union City,subEF,36.48,37.61,-89.14,-86.51,36.426242,-89.060611,6.0,no,storage,1.0,1941.0,1100.0,isloated,recessed,11.0,5.0,s,53.0,21.0,un,flat,0.0,masonry_un,wall_diaphragm_masonry,un,un,un,solid_brick_wythe,concrete_un,un,un,brick,not_applicable,no,5.0,10.0,5.0,15.0,10.0,5.0,5.0,15.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,yes,no,no,no,yes,wooden_un,un,un,un,1,0,1.3,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1999,storage,storage,storage,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,yes,storage
Union City,subEF,36.48,37.61,-89.14,-86.51,36.423231,-89.059358,14.0,no,business,2.0,1939.0,1050.0,isolated,recessed,11.0,4.3,e,33.0,30.0,un,flat,0.0,masonry_un,wall_diaphragm_masonry,un,no,double_leaf,masonry_block_unreinforced,un,un,un,stone_ot,not_applicable,no,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,un,un,1,0,1,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1995,business,business,business,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,yes,business
Union City,subEF,36.48,37.61,-89.14,-86.51,36.422886,-89.058181,14.0,no,business,2.0,1913.0,1100.0,isolated,recessed,11.5,4.3,n,38.0,34.0,un,complex,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,double_leaf,solid_brick_wythe,concrete_un,un,un,brick,not_applicable,no,25.0,20.0,10.0,10.0,25.0,20.0,10.0,10.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,yes,yes,no,no,yes,no,yes,un,un,un,asphalt,3,0,1,un,un,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1984,business,business,business,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,yes,business
Union City,subEF,36.48,37.61,-89.14,-86.51,36.425336,-89.05705,19.0,no,business,3.0,1891.0,650.0,row_end,recessed,12.7,4.0,w,30.0,43.0,un,flat,0.0,masonry_un,wall_diaphragm_masonry,un,no,un,solid_brick_wythe,un,un,un,brick,not_applicable,no,25.0,15.0,0.0,10.0,10.0,0.0,15.0,25.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,un,asphalt,2,0,1,un,un,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1983,business,business,business,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,yes,business
Union City,subEF,36.48,37.61,-89.14,-86.51,36.424958,-89.057011,19.0,no,assembly,1.0,1927.0,700.0,row_middle,right_on_street,10.0,5.0,w,44.0,16.0,un,flat,0.0,masonry_un,wall_diaphragm_masonry,un,un,double_leaf,solid_brick_wythe,un,un,un,brick,not_applicable,no,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,yes,no,no,no,no,yes,no,un,un,un,un,1,0,1,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1999,assembly,assembly,assembly,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,yes,assembly
Benton,subEF,36.48,37.61,-89.14,-86.51,36.855697,-88.350531,1.0,no,residential,1.0,1872.0,230.0,isolated,right_on_street,5.7,3.5,w,19.0,12.0,0.2,complex,60.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,un,un,un,wood_plank,vinyl,yes,90.0,19.49742268041237,15.0,20.0,20.0,15.0,18.54185022026432,90.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,un,dimensional_lumber,asphalt,3,0.3,0,un,un,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1975,residential,residential,residential,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Benton,subEF,36.48,37.61,-89.14,-86.51,36.859175,-88.346961,19.0,no,unknown,2.0,1903.0,120.0,isolated,recessed,11.0,3.5,w,11.0,11.0,un,complex,45.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,masonry_un,un,un,brick,wood,yes,10.0,5.0,10.0,10.0,10.0,10.0,5.0,10.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,yes,no,no,yes,no,no,wooden_un,un,dimensional_lumber,asphalt,3,0.3,0,1950,yes,building_addition,wind,0.1234567901234567,1.5843621399176957,2,yes,un,16.666666666666668,1986,unknown,demolished,demolished,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,no,unknown
Princeton,subEF,36.48,37.61,-89.14,-86.51,37.073936,-87.961911,1.0,no,not in use,1.0,1912.0,83.0,isolated,recessed,4.6,3.0,n,10.0,9.0,un,gable,30.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,un,un,wooden_panels,wood_plank,wood,yes,15.0,10.0,15.0,15.0,15.0,10.0,15.0,15.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,un,dimensional_lumber,metal_un,1,0,0,un,un,un,wind,0.0,0.0,2,yes,un,16.666666666666668,2001,not in use,not in use,not in use,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,no,not in use
Princeton,subEF,36.48,37.61,-89.14,-86.51,37.101706,-87.877761,1.0,no,residential,1.0,1952.0,125.0,isolated,recessed,4.6,3.5,n,10.0,12.5,0.2,gable,30.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,concrete_un,un,wooden_un,un,un,yes,40.0,15.0,5.0,10.0,40.0,15.0,10.0,5.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,yes,no,no,no,yes,no,no,no,wooden_un,un,dimensional_lumber,asphalt,1,0.35,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1999,residential,residential,residential,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Princeton,subEF,36.48,37.61,-89.14,-86.51,37.109431,-87.886781,19.0,no,residential,2.0,1875.0,350.0,isolated,recessed,8.75,4.0,n,17.0,20.0,0.33,gable,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,triple_leaf,masonry_block_unreinforced,masonry_un,un,wooden_un,brick,wood,yes,30.0,5.0,10.0,10.0,30.0,5.0,10.0,10.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,un,un,asphalt,1,0.75,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1995,residential,residential,residential,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Princeton,subEF,36.48,37.61,-89.14,-86.51,37.110492,-87.880761,19.0,no,museum,2.0,1860.0,380.0,isolated,recessed,8.0,4.0,w,21.0,17.5,un,gable,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,double_leaf,solid_brick_wythe,masonry_un,un,un,brick,wood,yes,30.0,30.0,20.0,30.0,30.0,20.0,30.0,30.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,un,un,asphalt,1,0,0,1890,yes,building_addition,wind,0.0,0.0,2,yes,un,16.666666666666668,1973,museum,museum,museum,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,yes,museum
Princeton,subEF,36.48,37.61,-89.14,-86.51,37.108567,-87.881489,19.0,no,business,2.0,1817.0,175.0,row_end,right_on_street,8.0,4.0,s,13.0,15.0,un,gable,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,un,solid_brick_wythe,masonry_un,un,un,brick,not_applicable,no,50.0,0.0,5.0,0.0,0.0,50.0,5.0,0.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,un,un,asphalt,3,0,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1978,business,business,business,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,yes,business
Princeton,subEF,36.48,37.61,-89.14,-86.51,37.105589,-87.883939,19.0,no,residential,2.0,1857.0,300.0,isloated,recessed,7.5,4.0,w,17.0,18.0,un,hip,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,un,solid_brick_wythe,un,un,un,brick,wood,yes,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,un,un,OT,3,0.75,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1990,residential,residential,residential,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Dawson Springs,0,36.48,37.61,-89.14,-86.51,37.166494,-87.693431,4.0,no,unknown,2.5,1890.0,180.0,isloated,recessed,8.5,3.5,n,16.0,11.0,0.2,complex,30.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,masonry_un,un,wooden_un,wood_plank,wood,yes,40.0,15.0,10.0,10.0,40.0,15.0,10.0,10.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,un,dimensional_lumber,standing_seam_metal,3,0.35,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1997,unknown,unknown,unknown,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,yes,unknown
Dawson Springs,0,36.48,37.61,-89.14,-86.51,37.197778,-87.609444,5.0,no,residential,2.0,1900.0,250.0,isloated,recessed,8.5,3.5,w,19.0,16.0,0.2,complex,30.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,un,un,wooden_un,wood_plank,un,yes,20.0,19.49742268041237,15.592827004219409,5.0,5.0,21.286956521739132,18.54185022026432,20.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,un,dimensional_lumber,asphalt,3,0.35,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1988,residential,residential,residential,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Mortons Gap,subEF,36.48,37.61,-89.14,-86.51,37.24,-87.472778,19.0,no,residential,2.0,1911.0,195.0,isloated,recessed,8.5,3.5,e,18.0,13.0,un,complex,45.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,double_leaf,solid_brick_wythe,masonry_un,un,un,brick,wood,yes,10.0,19.49742268041237,10.0,10.0,10.0,10.0,10.0,18.67234042553191,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,un,dimensional_lumber,asphalt,2,0.35,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1988,residential,residential,residential,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Earlington,subEF,36.48,37.61,-89.14,-86.51,37.274444,-87.511389,19.0,no,not in use,2.0,1880.0,210.0,isloated,recessed,8.5,3.5,n,11.0,21.0,un,gable,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,double_leaf,solid_brick_wythe,masonry_un,un,un,brick,wood,yes,20.0,15.0,0.0,20.0,20.0,15.0,20.0,0.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,un,dimensional_lumber,slate,3,0.5,0,un,no,un,un,0.1234567901234567,1.5843621399176957,2,yes,un,16.666666666666668,1988,demolished,demolished,demolished,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,demolished
Earlington,subEF,36.48,37.61,-89.14,-86.51,37.277042,-87.508197,5.0,no,residential,2.5,1903.0,290.0,isloated,recessed,10.6,3.5,s,15.0,22.0,0.2,complex,45.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,un,un,wooden_un,wood_plank,wood,yes,20.0,30.0,20.0,15.0,30.0,20.0,20.0,15.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,un,dimensional_lumber,asphalt,3,0.75,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1988,residential,residential,residential,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Madisonville,0,36.48,37.61,-89.14,-86.51,37.291944,-87.421389,5.0,no,residential,2.0,1864.0,240.0,isolated,recessed,6.5,3.5,s,21.0,14.0,0.2,gable,30.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,un,un,wooden_un,wood_plank,un,yes,20.0,10.0,5.0,5.0,10.0,20.0,5.0,5.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,un,dimensional_lumber,asphalt,2,0,0,un,un,un,"wind,wind-borne debris,tree-fall",0.0,0.0,2,yes,un,16.666666666666668,1988,residential,residential,residential,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Hartford,subEF,36.48,37.61,-89.14,-86.51,37.456664,-86.904594,5.0,no,residential,2.0,1871.0,185.0,isolated,recessed,6.5,3.0,e,15.0,16.0,0.2,gable,30.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,masonry_un,un,wooden_un,un,un,yes,30.0,30.0,5.0,20.0,5.0,20.0,30.0,30.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,un,dimensional_lumber,asphalt,3,0.35,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1980,residential,residential,residential,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Hartford,subEF,36.48,37.61,-89.14,-86.51,37.454808,-86.905767,19.0,no,residential,2.0,1861.0,500.0,isolated,recessed,11.0,3.6,e,33.0,18.0,0.45,complex,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,double_leaf,solid_brick_wythe,masonry_un,un,un,brick,un,yes,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,un,dimensional_lumber,OT,3,1,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1973,residential,residential,residential,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Hartford,subEF,36.48,37.61,-89.14,-86.51,37.451917,-86.906558,3.0,no,unknown,1.0,1839.0,180.0,isolated,right_on_street,4.2,3.5,n,19.0,10.0,0.3,hip,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,double_leaf,solid_brick_wythe,masonry_un,un,un,brick,not_applicable,no,40.0,30.0,15.592827004219409,30.0,40.0,21.286956521739132,30.0,30.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,un,dimensional_lumber,metal_un,3,0,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1973,unknown,unknown,unknown,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,yes,unknown
Hartford,subEF,36.48,37.61,-89.14,-86.51,37.450911,-86.909183,19.0,yes,business,2.0,1870.0,220.0,row_end,right_on_street,8.5,3.5,n,31.0,6.5,un,flat,0.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,yes,double_leaf,solid_brick_wythe,un,un,un,brick,not_applicable,no,60.0,20.0,0.0,0.0,60.0,20.0,0.0,0.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,metal_deck,metal_un,2,0,1,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1988,business,unknown,unknown,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,yes,business
Hartford,subEF,36.48,37.61,-89.14,-86.51,37.4509,-86.909106,19.0,yes,business,2.0,1875.0,185.0,row_middle,right_on_street,8.5,3.5,n,27.0,6.0,un,flat,0.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,yes,double_leaf,solid_brick_wythe,masonry_un,un,un,brick,not_applicable,no,50.0,20.0,0.0,0.0,50.0,20.0,0.0,0.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,un,metal_un,2,0,1,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1988,business,business,business,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,yes,business
Hartford,subEF,36.48,37.61,-89.14,-86.51,37.450842,-86.909058,19.0,yes,business,2.0,1903.0,260.0,row_middle,right_on_street,9.0,4.0,n,34.0,8.0,un,flat,0.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,yes,double_leaf,solid_brick_wythe,masonry_un,un,un,brick,not_applicable,no,50.0,5.0,0.0,0.0,50.0,5.0,0.0,0.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,un,metal_un,2,0,1,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1988,business,business,business,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,yes,business
Hartford,subEF,36.48,37.61,-89.14,-86.51,37.450797,-86.908947,19.0,yes,business,2.0,1930.0,230.0,row_middle,right_on_street,8.5,3.5,n,25.0,16.0,un,flat,0.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,yes,double_leaf,solid_brick_wythe,un,un,un,brick,not_applicable,no,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,un,metal_un,2,0,1,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1988,business,business,business,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,yes,business
