town,tornado_EF,tornado_start_lat,tornado_end_lat,tornado_start_long,tornado_end_long,latitude,longitude,archetype,located_in_historic_district,occupany_u,number_stories,year_built_u,building_area_m2,building_urban_setting,building_position_on_street,buidling_height_m,first_floor_elevation_m,front_elevation_orientation,wall_length_side,wall_length_front,wall_thickness,roof_shape_u,roof_slope_u,construction_type_u,mwfrs_u_wall,mwfrs_u_roof,mwfrs_u_moment_frame,masonry_leaves,structural_wall_system_u,foundation_type_u,wall_anchorage_type_u,wall_substrate_u,wall_cladding_u,soffit_type_u,soffit_present_u,wall_fenesteration_per_front,wall_fenesteration_per_back,wall_fenesteration_per_right,wall_fenesteration_per_left,wall_fenestration_per_n,wall_fenestration_per_s,wall_fenestration_per_e,wall_fenestration_per_w,wall_fenesteration_protection_front,wall_fenesteration_protection_back,wall_fenesteration_protection_right,wall_fenesteration_protection_left,fenestration_protection_type_front,fenestration_protection_type_back,fenestration_protection_type_right,fenestration_protection_type_left,large_door_present_front,large_door_present_back,large_door_present_right,large_door_present_left,door_present_n,door_present_s,door_present_e,door_present_w,roof_system_u,r2wall_attachment_u,roof_substrate_type_u,roof_cover_u,repla,overhang_length_u,parapet_height_m,retrofit_year_u,retrofit_present_u,retrofit_type_u,hazards_present_u,foundation_failure_u,foundatio_failure_per_u,risk_category_16,building_low_rise,r2wall_attachment_o,foundation_failure_o,national_register_listing_year,buidling_use_before_tornado,buidling_use_after_tornado,buidling_use_plan_after_tornado,single_unit,multiple_unit,sub_national_heritage _list,property_of_local_significance,const_material_h_stone,const_material_h_brick,const_material_h_wood,const_material_h_mud,const_material_h_rf_masonry,const_material_h_rglr_stone,const_material_h_rf_conc,const_material_h_ir_stone,const_material_h_othr,const_material_v_stone,const_material_v_brick,const_material_v_wood,const_material_v_mud,const_material_v_rf_masonry,const_material_v_rglr_stone,const_material_v_rf_conc,const_material_v_ir_stone,const_material_v_othr,parking / storage facility,owner_individual,owner_business,owner_government,owner_ngo,owner_religious ,owner_unknown,building_in_use_during_tornado,building_use_during_tornado
Danville,1,37.6,37.67,-84.73,-84.63,37.625608,-84.6858,5.0,no,residential,2.0,1870.0,158.0,isolated,recessed,7.0,3.0,e,14.5,14.5,un,gable,30.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,un,wood_frame,stone,un,un,weatherboard,wood,yes,10.0,19.49742268041237,10.0,15.0,10.0,15.0,10.0,18.67234042553191,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,standing_seam_metal,3,0.33,0,un,no,un,"wind, tree_fall",0.1234567901234567,1.5843621399176957,2,yes,un,16.666666666666668,1997,residential,residential,residential,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Hubble,subEF,37.6,37.67,-84.73,-84.63,37.615569,-84.662925,19.0,no,residential,2.0,1810.0,255.0,isolated,recessed,9.1,3.0,e,24.0,17.0,un,gable,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,stone,un,un,brick,wood,yes,20.0,5.0,7.0,0.0,7.0,0.0,20.0,5.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,standing_seam_metal,3,0.3,0,1901,yes,building_addition,wind,0.0,0.0,2,yes,un,16.666666666666668,1983,residential,residential,residential,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
White Bluff,subEF,36.1,36.17,-87.19,-86.99,36.105397,-87.220408,6.0,no,business,1.0,1891.6,70.0,isolated,right_on_street,5.3,3.5,w,13.0,6.0,un,flat,0.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,double_leaf,solid_brick_wythe,masonry_un,un,un,brick,not_applicable,no,40.0,10.0,10.0,5.0,5.0,10.0,10.0,40.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,un,un,1,0,1,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1993,business,business,business,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,yes,business
Nashville,subEF,36.18,36.22,-86.96,-86.81,36.231914,-86.825492,5.0,no,residential,2.0,1790.0,110.0,isolated,recessed,7.3,3.0,e,7.0,15.0,0.45,gable,30.0,wooden_ot,wall_diaphragm_masonry,roof_diaphragm_wood,no,not_applicable,wood_frame,stone_un,un,not_applicable,wood_ot,not_applicable,no,20.0,20.0,20.0,0.0,20.0,0.0,20.0,20.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,standing_seam_metal,3,0,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1973,residential,residential,residential,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Nashville,subEF,36.18,36.22,-86.96,-86.81,36.233567,-86.827436,19.0,no,residential,2.0,1821.0,270.0,isolated,recessed,7.3,3.0,e,16.0,17.0,un,gable,45.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,double_leaf,solid_brick_wythe,stone,un,un,brick,un,yes,60.0,19.49742268041237,10.0,5.0,10.0,5.0,60.0,18.67234042553191,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,asphalt,3,0.35,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1980,residential,residential,residential,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Nashville,subEF,36.14,36.23,-86.59,-86.52,36.169689,-86.649397,19.0,no,business,2.0,1859.0,540.0,isolated,recessed,15.0,4.2,e,25.0,26.0,un,complex,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,double_leaf,solid_brick_wythe,un,un,un,brick,wood,yes,20.0,20.0,15.592827004219409,15.564935064935066,22.19406392694064,21.286956521739132,20.0,20.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,un,un,1,0.75,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1975,business,business,business,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,yes,business
Mount Juliet,subEF,36.14,36.23,-86.59,-86.52,36.23218,-86.496894,5.0,no,residential,2.0,1853.0,185.0,isolated,recessed,6.3,3.0,s,19.5,14.0,un,gable,30.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,stone_un,un,un,wood_plank,wood,yes,30.0,19.49742268041237,10.0,0.0,22.19406392694064,30.0,10.0,0.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,dimensional_lumber,un,1,0,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1993,residential,residential,residential,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Old Hickory,subEF,36.26,36.29,-86.66,-86.54,36.263792,-86.649911,6.0,no,business,1.0,1918.0,450.0,isolated,recessed,5.3,3.5,n,21.0,18.0,un,flat,0.0,masonry_un,wall_diaphragm_masonry,un,no,double_leaf,solid_brick_wythe,un,un,un,brick,not_applicable,no,10.0,15.0,20.0,30.0,10.0,15.0,30.0,20.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,yes,no,no,no,yes,no,no,un,un,un,un,1,0,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1985,business,business,business,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,yes,business
Old Hickory,subEF,36.26,36.29,-86.66,-86.54,36.2577,-86.648181,13.0,no,religious,2.0,1929.0,750.0,isolated,recessed,8.5,3.0,e,30.0,35.0,un,complex,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,double_leaf,solid_brick_wythe,un,un,un,brick,wood,yes,15.0,25.0,20.0,20.0,20.0,20.0,15.0,25.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,un,dimensional_lumber,asphalt,3,0,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1985,religious,religious,religious,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,yes,religious
Hendersonville,0,36.26,36.29,-86.66,-86.54,36.279308,-86.596439,19.0,no,museum,2.0,1796.0,265.0,isolated,recessed,7.4,3.5,n,19.0,18.0,0.45,gable,45.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,masonry_block_unreinforced,stone_un,un,un,stone_ot,not_applicable,no,10.0,10.0,10.0,5.0,10.0,10.0,5.0,10.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,un,1,0,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1970,museum,museum,museum,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,yes,museum
Hendersonville,subEF,36.26,36.29,-86.66,-86.54,36.2929,-86.601258,6.0,no,religious,1.0,1830.0,175.0,isolated,recessed,6.4,3.0,n,13.0,12.0,un,gable,60.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,double_leaf,solid_brick_wythe,stone_un,un,un,brick,not_applicable,no,10.0,19.49742268041237,5.0,15.564935064935066,10.0,21.286956521739132,18.54185022026432,5.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,standing_seam_metal,2,0,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1983,residential,residential,residential,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Hendersonville,subEF,36.26,36.29,-86.66,-86.54,36.305225,-86.607011,19.0,no,museum,2.0,1857.0,530.0,isolated,recessed,9.5,4.0,n,20.0,31.5,un,gable,45.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,double_leaf,solid_brick_wythe,stone_un,un,un,brick,wood,yes,20.0,60.0,30.0,60.0,20.0,60.0,60.0,30.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,un,dimensional_lumber,asphalt,3,0,0,un,un,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1984,museum,museum,museum,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,yes,museum
Bethpage,0,36.44,36.47,-86.44,-86.33,36.471222,-86.330917,1.0,no,unknown,1.0,1923.0,215.0,isolated,recessed,5.3,3.0,w,9.5,20.0,0.2,gable,30.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,stone_un,un,un,wood_plank,un,yes,40.0,70.0,0.0,0.0,0.0,0.0,70.0,40.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,asphalt,3,0.35,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,2006,unknown,unknown,unknown,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,yes,unknown
Hestand,subEF,36.58,36.65,-85.77,-85.6,36.653908,-85.628531,5.0,no,residential,2.0,1904.0,200.0,isolated,recessed,8.5,3.5,w,14.0,19.0,0.2,gable,45.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,slab_on_grade,un,un,weatherboard,wood,yes,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,standing_seam_metal,3,0.35,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,2001,residential,residential,residential,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Mayfield,3,36.4832,37.6077,-89.135,-86.5064,36.7419927,-88.6399296,6.0,yes,business,2.0,1900.0,566.0,row_end,right_on_street,6.6,3.3,s,45.0,12.35,0.22,flat,0.0,masonry_un,wall_diaphragm_wood,roof_diaphragm_wood,no,single_leaf,masonry_block_unreinforced,slab_on_grade,un,wooden_planks,brick,not_applicable,no,40.0,20.0,0.0,0.0,40.0,20.0,0.0,0.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,yes,no,no,no,yes,no,no,no,concrete_slab,un,dimensional_lumber,asphalt,3,0,0.2,un,yes,reinforced_masonry,wind,1.0,10.0,2,yes,un,16.666666666666668,not_applicable,business,business,business,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,yes,business
Mayfield,3,36.4832,37.6077,-89.135,-86.5064,36.7419069,-88.6397789,6.0,yes,business,2.0,1900.0,330.0,row_middle,right_on_street,6.6,3.3,s,33.0,10.0,0.21,flat,0.0,masonry_un,wall_diaphragm_wood,roof_diaphragm_wood,no,single_leaf,masonry_block_unreinforced,slab_on_grade,un,wooden_planks,brick,not_applicable,no,20.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,concrete_slab,un,dimensional_lumber,asphalt,3,0,0.3,un,yes,reinforced_masonry,wind,2.0,25.0,2,yes,un,16.666666666666668,not_applicable,business,business,business,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,yes,business
Mayfield,3,36.4832,37.6077,-89.135,-86.5064,36.7414026,-88.6398543,19.0,yes,business,1.0,1920.0,885.0,row_end,recessed,5.0,5.0,n,40.0,25.0,0.2,flat,0.0,masonry_un,wall_diaphragm_wood,roof_diaphragm_wood,no,single_leaf,masonry_block_unreinforced,slab_on_grade,concrete_nails,sheathing_insulate,brick,vinyl,yes,20.0,15.0,0.0,0.0,15.0,20.0,0.0,0.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,yes,no,no,yes,no,yes,yes,wooden_trusses,metal_straps,dimensional_lumber,asphalt,3,5,0.2,un,yes,"reinforced_masonry, awning",wind,2.0,25.0,2,yes,un,16.666666666666668,not_applicable,business,business,business,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,yes,business
Mayfield,4,36.4832,37.6077,-89.135,-86.5064,36.7414009,-88.6397036,19.0,yes,business,2.0,1920.0,545.0,row_end,right_on_street,6.3,3.15,n,42.0,13.0,0.21,flat,0.0,masonry_un,wall_diaphragm_wood,roof_diaphragm_wood,no,single_leaf,masonry_block_unreinforced,slab_on_grade,un,wooden_planks,brick,not_applicable,no,25.0,15.0,0.0,0.0,15.0,25.0,0.0,0.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,concrete_slab,un,dimensional_lumber,asphalt,3,0,0.2,un,yes,steel_bracing,wind,1.0,10.0,2,yes,un,16.666666666666668,not_applicable,business,business,business,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,yes,business
Mayfield,1,36.4832,37.6077,-89.135,-86.5064,36.7419769,-88.6422283,19.0,yes,business,2.0,1920.0,1050.0,row_end,recessed,4.0,4.0,s,42.0,25.0,0.21,gable,10.0,masonry_un,wall_diaphragm_wood,roof_diaphragm_wood,no,single_leaf,steel_cold_formed,slab_on_grade,concrete_nails,sheathing_insulate,brick_veneer,not_applicable,no,15.0,10.0,0.0,0.0,10.0,15.0,0.0,0.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,yes,no,no,no,no,no,steel,metal_straps,plywood,corrugated_metal,3,0,0,un,yes,building_addition,wind,0.0,0.0,2,yes,un,16.666666666666668,not_applicable,business,business,business,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,yes,business
Mayfield,4,36.4832,37.6077,-89.135,-86.5064,36.741894,-88.6386484,19.0,yes,business,2.0,1910.0,200.0,row_middle,right_on_street,6.6,3.3,s,28.0,8.0,0.2,flat,0.0,masonry_un,wall_diaphragm_wood,roof_diaphragm_wood,no,single_leaf,masonry_block_unreinforced,slab_on_grade,un,wooden_planks,brick,not_applicable,no,20.0,15.0,0.0,0.0,15.0,20.0,0.0,0.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,yes,no,no,no,no,no,no,no,concrete_slab,un,dimensional_lumber,asphalt,3,0,0.4,un,yes,"reinforced_masonry, awning, window_covers",wind,2.0,25.0,2,yes,un,16.666666666666668,not_applicable,business,business,business,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,yes,business
Mayfield,4,36.4832,37.6077,-89.135,-86.5064,36.7419131,-88.6384788,19.0,yes,business,1.0,1900.0,260.0,row_middle,right_on_street,6.6,3.3,s,23.0,7.0,0.2,flat,0.0,masonry_un,wall_diaphragm_wood,roof_diaphragm_wood,no,single_leaf,steel_cold_formed,slab_on_grade,un,wooden_planks,vinyl_panel,not_applicable,no,15.0,10.0,0.0,0.0,10.0,15.0,0.0,0.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,concrete_slab,un,dimensional_lumber,asphalt,3,0,0.4,un,yes,"reinforced_masonry, awning",wind,1.0,10.0,2,yes,un,16.666666666666668,not_applicable,business,business,business,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,yes,business
Mayfield,4,36.4832,37.6077,-89.135,-86.5064,36.7418675,-88.6384165,6.0,yes,business,2.0,1900.0,138.0,row_middle,right_on_street,6.6,3.3,s,23.0,6.0,0.22,flat,0.0,masonry_un,wall_diaphragm_wood,roof_diaphragm_wood,no,single_leaf,steel_cold_formed,slab_on_grade,un,wooden_planks,brick,not_applicable,no,40.0,10.0,0.0,0.0,10.0,40.0,0.0,0.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,yes,no,no,concrete_slab,un,dimensional_lumber,asphalt,3,0,0.5,un,yes,reinforced_masonry,wind,1.0,10.0,2,yes,un,16.666666666666668,not_applicable,business,business,business,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,yes,business
Mayfield,4,36.4832,37.6077,-89.135,-86.5064,36.741901,-88.6383375,6.0,yes,business,1.0,1900.0,130.0,row_middle,right_on_street,6.6,3.3,s,22.0,6.0,0.23,flat,0.0,masonry_un,wall_diaphragm_wood,roof_diaphragm_wood,no,single_leaf,steel_cold_formed,slab_on_grade,un,wooden_planks,brick,not_applicable,no,40.0,15.0,0.0,0.0,15.0,40.0,0.0,0.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,concrete_slab,un,dimensional_lumber,asphalt,3,0,0.4,un,yes,reinforced_masonry,wind,1.0,10.0,2,yes,un,16.666666666666668,not_applicable,business,business,business,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,yes,business
Mayfield,4,36.4832,37.6077,-89.135,-86.5064,36.7411635,-88.6383492,6.0,yes,business,2.0,1920.0,260.0,row_middle,right_on_street,6.6,3.3,e,36.0,6.0,0.23,flat,0.0,masonry_un,wall_diaphragm_wood,roof_diaphragm_wood,no,single_leaf,steel_cold_formed,slab_on_grade,concrete_nails,wooden_planks,brick,not_applicable,no,20.0,10.0,0.0,0.0,0.0,0.0,20.0,10.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,concrete_slab,un,dimensional_lumber,asphalt,3,0,0.5,un,yes,reinforced_masonry,wind,1.0,10.0,2,yes,un,16.666666666666668,not_applicable,business,business,business,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,yes,business
Mayfield,3,36.4832,37.6077,-89.135,-86.5064,36.740746,-88.6381266,19.0,yes,business,2.0,1920.0,313.0,row_end,right_on_street,6.6,3.3,e,39.0,8.0,0.2,flat,0.0,masonry_un,wall_diaphragm_wood,roof_diaphragm_wood,no,double_leaf,masonry_block_unreinforced,concrete_un,un,wooden_planks,brick_veneer,not_applicable,no,50.0,10.0,10.0,0.0,10.0,50.0,10.0,0.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,un,1,0,0.4,un,no,un,wind,1.0,10.0,2,yes,un,16.666666666666668,not_applicable,business,business,business,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,yes,business
Mayfield,4,36.4832,37.6077,-89.135,-86.5064,36.7415474,-88.6378394,4.0,yes,assembly,3.0,1920.0,2500.0,isolated,recessed,9.0,3.0,n,50.0,50.0,0.21,complex,0.0,masonry_un,wall_diaphragm_wood,roof_diaphragm_wood,no,double_leaf,steel_cold_formed,slab_on_grade,un,wooden_planks,brick_veneer,not_applicable,no,50.0,30.0,30.0,30.0,50.0,30.0,30.0,30.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,asphalt,3,0,0.3,un,no,un,wind,0.0,0.0,3,no,un,16.666666666666668,not_applicable,residential,residential,residential,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,yes,residential
Mayfield,3,36.4832,37.6077,-89.135,-86.5064,36.7400384,-88.6383469,19.0,yes,business,3.0,1920.0,786.0,isolated,right_on_street,9.0,3.0,e,33.0,22.0,0.23,flat,0.0,masonry_un,wall_diaphragm_concrete,roof_diaphragm_wood,no,single_leaf,steel_cold_formed,un,un,wooden_planks,brick_veneer,vinyl,yes,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,asphalt,3,1,0.5,un,no,un,wind,1.0,10.0,2,no,un,16.666666666666668,not_applicable,business,business,business,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,yes,business
Mayfield,3,36.4832,37.6077,-89.135,-86.5064,36.7399674,-88.635822,19.0,yes,factory,3.0,1900.0,4080.0,isolated,right_on_street,9.0,3.0,e,45.0,90.0,0.3,flat,0.0,masonry_un,un,un,no,un,masonry_block_unreinforced,un,un,un,un,un,no,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,un,un,1,un,0.3,un,yes,reinforced_masonry,wind,0.0,0.0,1,no,un,16.666666666666668,not_applicable,factory,factory,factory,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,yes,business
Mayfield,3,36.4832,37.6077,-89.135,-86.5064,36.7402973,-88.635219,19.0,yes,business,3.0,1920.0,2030.0,isolated,right_on_street,9.0,3.0,n,64.0,35.0,0.24,flat,0.0,masonry_un,un,un,no,un,steel_cold_formed,un,un,un,un,un,no,20.0,15.0,0.0,0.0,20.0,15.0,0.0,0.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,un,un,1,un,0.4,un,yes,reinforced_masonry,wind,0.0,0.0,2,no,un,16.666666666666668,not_applicable,business,business,business,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,yes,business
Mayfield,3,36.4832,37.6077,-89.135,-86.5064,36.7407737,-88.6385965,19.0,yes,business,2.0,1900.0,110.0,row_middle,right_on_street,6.6,3.3,s,12.0,8.0,0.25,flat,0.0,masonry_un,wall_diaphragm_concrete,roof_diaphragm_wood,no,double_leaf,steel_cold_formed,un,un,wooden_planks,brick_veneer,un,yes,35.0,30.0,10.0,15.0,30.0,35.0,10.0,15.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,un,1,un,0.3,un,yes,reinforced_masonry,wind,0.0,0.0,2,no,un,16.666666666666668,not_applicable,business,business,business,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,yes,business
Mayfield,4,36.4832,37.6077,-89.135,-86.5064,36.7408872,-88.6389499,19.0,yes,assembly,2.0,1920.0,550.0,row_end,right_on_street,6.6,6.0,w,35.0,11.82,0.25,flat,0.0,masonry_un,wall_diaphragm_wood,roof_diaphragm_wood,yes,double_leaf,steel_cold_formed,concrete_un,un,un,ot,un,yes,15.0,0.0,50.0,60.0,60.0,50.0,0.0,15.0,yes,no,yes,yes,plywood,plywood,plywood,plywood,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,standing_seam_metal,3,0,0.6,un,no,un,wind,0.0,0.0,3,yes,un,16.666666666666668,not_applicable,religious,religious,religious,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,yes,religious
Mayfield,3,36.4832,37.6077,-89.135,-86.5064,36.7419823,-88.6411588,19.0,yes,assembly,1.0,1915.0,1600.0,isolated,recessed,10.0,6.0,s,38.0,40.0,0.3,gable,45.0,steel_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,double_leaf,steel_cold_formed,concrete_un,concrete_nails,wooden_planks,brick_veneer,vinyl,yes,20.0,10.0,30.0,30.0,20.0,10.0,30.0,30.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,asphalt,3,0.3,0.4,un,no,un,wind,0.0,0.0,3,yes,un,16.666666666666668,not_applicable,religious,religious,religious,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,yes,religious
Mayfield,4,36.4832,37.6077,-89.135,-86.5064,36.7414594,-88.6384983,19.0,yes,business,2.0,1900.0,68.45,row_end,right_on_street,6.6,3.0,n,21.0,12.43,0.2,flat,0.0,masonry_un,wall_diaphragm_wood,roof_diaphragm_wood,no,double_leaf,masonry_block_unreinforced,slab_on_grade,un,un,brick_veneer,not_applicable,no,30.0,5.0,0.0,0.0,0.0,0.0,30.0,5.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,un,asphalt,3,0,0.7,un,no,un,wind,0.0,0.0,3,yes,un,16.666666666666668,not_applicable,business,business,business,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,yes,business
